data_id,item_id,language,form,item_kind,category,uni_lemma,lexical_category,date_of_test,age,comprehension,production,is_norming,child_id
1897,item_1,Japanese,Short Form of Words and Gestures,word_endings_verbs,animals,mommy,other,2010-07-27,31,724,583,FALSE,58723
1898,item_2,English (American),Words and Gestures,word_endings_nouns,question_words,crocodile,verb,2010-01-04,45,452,507,TRUE,12709
1899,item_6,Italian,Words and Sentences,complexity,food_drink,tissue,verb,2010-01-01,40,681,675,FALSE,27727
1900,item_2,Chinese,Short Form of Words and Gestures,word_endings_verbs,vehicles,bee,noun,2010-07-27,25,320,138,TRUE,32344
1901,item_11,Arabic,Words and Sentences,complexity,time_words,blanket,verb,2010-08-17,36,443,462,TRUE,38988
1902,item_11,Hindi,Short Form of Words and Gestures,starting_to_talk,quantifiers,elephant,verb,2010-09-22,35,726,326,FALSE,41722
1903,item_5,Hindi,Words and Gestures,word_endings_nouns,places,daddy,noun,2010-07-20,32,255,464,TRUE,23131
1904,item_18,Turkish,Short Form of Words and Gestures,word_endings_nouns,outside,ice cream,noun,2010-07-28,25,780,274,TRUE,22368
1905,item_19,Chinese,Words and Gestures,gestures_first,clothing,giraffe,noun,2010-04-21,35,533,540,FALSE,95113
1906,item_19,Portuguese,Short Form of Words and Sentences,word_endings_verbs,action_words,hat,other,2010-07-20,36,714,679,TRUE,77805
1907,item_15,Chinese,Short Form of Words and Sentences,word,sounds,giraffe,verb,2010-09-25,59,159,416,TRUE,64805
1908,item_8,Hindi,Words and Sentences,gestures_objects,body_parts,bottle,other,2010-03-22,26,407,194,TRUE,60905
1909,item_16,Italian,Short Form of Words and Gestures,combine,time_words,blanket,other,2010-03-02,30,609,631,TRUE,97258
1910,item_7,Bengali,Words and Sentences,complexity,clothing,shoe,adjective,2010-02-27,33,799,174,FALSE,81837
1911,item_11,Chinese,Words and Gestures,how_use_words,sounds,ice cream,adjective,2010-09-28,27,174,530,TRUE,44919
1912,item_4,Turkish,Short Form of Words and Gestures,combine,action_words,banana,other,2010-05-25,47,244,583,TRUE,16681
1913,item_9,Portuguese,Words and Sentences,phrases,question_words,pizza,verb,2010-11-14,34,714,697,TRUE,20051
1914,item_5,Thai,Words and Gestures,word_endings_verbs,time_words,elephant,other,2010-08-28,34,375,438,TRUE,79101
1915,item_11,English (American),Short Form of Words and Sentences,combine,body_parts,cheese,other,2010-12-27,58,494,512,TRUE,30129
1916,item_7,Arabic,Words and Sentences,word_endings_verbs,sounds,giraffe,noun,2010-11-30,58,797,638,FALSE,56101
1917,item_4,French,Words and Sentences,gestures_first,household,spoon,other,2010-02-24,48,534,426,TRUE,83793
1918,item_11,Korean,Words and Sentences,word_forms_verbs,quantifiers,cat,adjective,2010-05-03,39,112,523,FALSE,90682
1919,item_20,Thai,Short Form of Words and Gestures,word_forms_nouns,toys,cheese,noun,2010-10-16,20,479,667,FALSE,81264
1920,item_5,Thai,Short Form of Words and Sentences,phrases,household,cat,other,2010-11-20,48,149,650,FALSE,39104
1921,item_11,Turkish,Words and Sentences,gestures_parent,food_drink,apple,other,2010-09-08,32,560,636,FALSE,45160
1922,item_6,English (American),Short Form of Words and Sentences,word_endings_verbs,helping_verbs,blanket,other,2010-09-05,32,696,127,TRUE,89399
1923,item_16,Bengali,Short Form of Words and Gestures,starting_to_talk,clothing,giraffe,other,2010-05-12,34,538,516,TRUE,31239
1924,item_10,Portuguese,Words and Gestures,how_use_words,pronouns,sandwich,adjective,2010-10-09,23,671,173,FALSE,90008
1925,item_3,Spanish,Words and Gestures,word_forms_verbs,body_parts,giraffe,other,2010-01-11,57,479,275,TRUE,61016
1926,item_18,English (American),Short Form of Words and Sentences,first_signs,animals,cat,adjective,2010-02-08,49,467,578,TRUE,47914
1927,item_6,English (American),Short Form of Words and Sentences,starting_to_talk,sounds,cat,noun,2010-07-01,36,203,200,FALSE,25440
1928,item_12,Thai,Words and Gestures,word,clothing,carrot,verb,2010-06-05,29,219,655,FALSE,46308
1929,item_4,French,Short Form of Words and Sentences,gestures_first,outside,baby,verb,2010-06-18,50,356,361,TRUE,27995
1930,item_19,Korean,Words and Sentences,gestures_objects,connecting_words,tissue,noun,2010-11-07,40,139,447,TRUE,64719
1931,item_3,French,Words and Gestures,word,people,juice,adjective,2010-11-06,25,247,129,TRUE,50121
1932,item_2,Spanish,Short Form of Words and Sentences,word_forms_nouns,places,giraffe,noun,2010-12-29,37,129,181,FALSE,93924
1933,item_16,Vietnamese,Words and Sentences,word_endings_verbs,time_words,toothbrush,other,2010-09-30,40,275,428,FALSE,23243
1934,item_9,Spanish,Short Form of Words and Sentences,word_forms_verbs,helping_verbs,elephant,verb,2010-06-01,27,109,377,FALSE,99278
1935,item_7,Italian,Short Form of Words and Gestures,word_endings,question_words,daddy,noun,2010-10-12,50,553,674,FALSE,59282
1936,item_13,Japanese,Words and Sentences,starting_to_talk,places,crocodile,adjective,2010-02-26,42,395,424,TRUE,66617
1937,item_20,Russian,Words and Sentences,complexity,people,blanket,other,2010-07-02,18,515,357,FALSE,78467
1938,item_15,French,Short Form of Words and Sentences,word_endings,question_words,pants,adjective,2010-03-21,34,698,419,FALSE,20339
1939,item_7,Korean,Short Form of Words and Sentences,gestures_objects,food_drink,dog,noun,2010-09-21,41,471,621,FALSE,88642
1940,item_8,English (American),Short Form of Words and Sentences,first_signs,food_drink,crocodile,verb,2010-05-28,30,400,432,FALSE,86578
1941,item_10,German,Short Form of Words and Sentences,gestures_games,question_words,crocodile,noun,2010-05-02,52,753,379,TRUE,43363
1942,item_20,Spanish,Short Form of Words and Gestures,gestures_parent,animals,bee,adjective,2010-05-10,30,610,241,FALSE,13229
1943,item_9,Thai,Short Form of Words and Sentences,word,food_drink,apple,verb,2010-06-10,30,527,403,FALSE,38140
1944,item_20,Thai,Words and Gestures,word_endings_verbs,locations,cat,other,2010-10-07,36,191,428,TRUE,57884
1945,item_2,English (American),Short Form of Words and Gestures,first_signs,household,daddy,noun,2010-08-15,18,566,413,FALSE,48261
1946,item_8,English (American),Words and Gestures,phrases,furniture_rooms,fish (animal),other,2010-05-18,29,588,250,FALSE,60061
1947,item_20,Japanese,Short Form of Words and Sentences,phrases,sounds,baby,noun,2010-03-27,59,783,304,FALSE,76984
1948,item_13,Italian,Short Form of Words and Gestures,how_use_words,quantifiers,chocolate,adjective,2010-09-29,34,449,335,TRUE,82021
1949,item_5,German,Short Form of Words and Sentences,gestures_objects,games_routines,fish (animal),other,2010-07-02,35,179,325,TRUE,62218
1950,item_16,Swedish,Short Form of Words and Gestures,word_forms_nouns,question_words,daddy,other,2010-12-05,57,519,291,TRUE,85816
1951,item_12,Dutch,Short Form of Words and Sentences,gestures_first,people,sandwich,adjective,2010-06-21,22,788,444,FALSE,24652
1952,item_19,Chinese,Short Form of Words and Sentences,word_forms_verbs,descriptive_words,bread,noun,2010-09-06,18,387,241,FALSE,65345
1953,item_11,Italian,Short Form of Words and Sentences,gestures_first,outside,carrot,other,2010-05-13,49,462,470,FALSE,91951
1954,item_18,Italian,Words and Sentences,gestures_games,connecting_words,blanket,verb,2010-10-30,58,103,113,TRUE,60670
1955,item_6,Dutch,Short Form of Words and Gestures,gestures_games,quantifiers,sandwich,adjective,2010-03-29,38,729,310,TRUE,64062
1956,item_9,Thai,Short Form of Words and Gestures,word,body_parts,elephant,verb,2010-07-04,40,324,580,FALSE,96716
1957,item_15,Hindi,Words and Sentences,phrases,time_words,elephant,noun,2010-04-04,38,418,221,TRUE,32680
1958,item_6,German,Short Form of Words and Sentences,gestures_parent,quantifiers,dog,other,2010-10-26,25,259,125,TRUE,66920
1959,item_16,Italian,Short Form of Words and Gestures,word,body_parts,fish (animal),noun,2010-01-26,40,787,541,FALSE,79378
1960,item_17,Thai,Short Form of Words and Sentences,how_use_words,animals,giraffe,noun,2010-06-01,20,296,678,TRUE,37304
1961,item_2,Japanese,Words and Sentences,word_forms_verbs,time_words,baby,adjective,2010-08-21,34,167,475,FALSE,85460
1962,item_4,Dutch,Short Form of Words and Sentences,phrases,pronouns,bread,other,2010-07-10,48,684,102,FALSE,17604
1963,item_10,Dutch,Words and Sentences,word_forms_nouns,quantifiers,daddy,other,2010-06-30,58,718,457,TRUE,78665
1964,item_12,Italian,Words and Gestures,word,vehicles,bread,other,2010-02-10,33,327,554,FALSE,75736
1965,item_11,Hindi,Short Form of Words and Sentences,first_signs,people,ice cream,other,2010-06-15,55,329,592,FALSE,95160
1966,item_7,Bengali,Words and Sentences,starting_to_talk,animals,bee,other,2010-01-24,59,452,699,TRUE,61021
1967,item_18,Portuguese,Words and Sentences,gestures_first,games_routines,blanket,other,2010-09-04,21,443,222,FALSE,31501
1968,item_1,Swedish,Short Form of Words and Sentences,word,household,ice cream,adjective,2010-10-28,36,709,593,TRUE,89745
1969,item_7,Hindi,Short Form of Words and Gestures,gestures_objects,vehicles,sandwich,verb,2010-01-17,47,327,502,FALSE,86865
1970,item_3,Spanish,Short Form of Words and Sentences,first_signs,games_routines,cheese,verb,2010-03-13,45,150,629,TRUE,52356
1971,item_10,Korean,Short Form of Words and Sentences,starting_to_talk,outside,frog,verb,2010-04-30,24,791,373,FALSE,19847
1972,item_12,Portuguese,Short Form of Words and Gestures,phrases,quantifiers,apple,other,2010-05-30,60,405,304,TRUE,14311
1973,item_3,Bengali,Words and Gestures,complexity,toys,spoon,verb,2010-01-08,52,575,677,FALSE,75873
1974,item_19,Dutch,Words and Gestures,word,pronouns,ice cream,other,2010-09-20,39,534,389,TRUE,27424
1975,item_11,Portuguese,Short Form of Words and Gestures,gestures_games,outside,juice,adjective,2010-03-26,40,670,424,TRUE,60085
1976,item_12,Vietnamese,Short Form of Words and Gestures,gestures_first,body_parts,knife,other,2010-08-16,28,374,611,FALSE,41522
1977,item_9,Hindi,Words and Gestures,gestures_first,action_words,cat,noun,2010-05-23,47,670,129,FALSE,68993
1978,item_12,Swedish,Words and Gestures,phrases,question_words,bottle,noun,2010-10-04,59,141,228,TRUE,69514
1979,item_3,Russian,Short Form of Words and Sentences,word,question_words,carrot,noun,2010-09-17,45,235,484,FALSE,70401
1980,item_17,Dutch,Short Form of Words and Sentences,combine,toys,blanket,adjective,2010-10-20,54,583,108,TRUE,72275
1981,item_19,English (American),Short Form of Words and Gestures,gestures_first,toys,elephant,other,2010-09-09,48,500,296,FALSE,65075
1982,item_6,Chinese,Words and Gestures,word,food_drink,carrot,adjective,2010-11-21,51,143,572,FALSE,22599
1983,item_17,Thai,Short Form of Words and Gestures,word_endings_verbs,body_parts,giraffe,noun,2010-10-27,46,513,472,FALSE,13905
1984,item_6,French,Short Form of Words and Gestures,word_endings,furniture_rooms,ice cream,adjective,2010-11-24,59,285,327,TRUE,43620
1985,item_6,Thai,Words and Gestures,word_forms_nouns,food_drink,toothbrush,other,2010-01-04,30,598,300,TRUE,60295
1986,item_3,Arabic,Words and Gestures,gestures_games,food_drink,knife,other,2010-03-26,22,347,202,TRUE,45400
1987,item_11,Vietnamese,Words and Sentences,first_signs,people,frog,verb,2010-05-25,22,345,466,TRUE,78094
1988,item_14,Chinese,Short Form of Words and Gestures,complexity,quantifiers,blanket,noun,2010-03-06,22,781,551,FALSE,17252
1989,item_18,Dutch,Short Form of Words and Gestures,gestures_adult,connecting_words,frog,verb,2010-08-28,25,288,229,FALSE,18651
1990,item_16,Arabic,Short Form of Words and Sentences,word_forms_nouns,animals,cat,other,2010-09-11,42,210,269,TRUE,39159
1991,item_9,Turkish,Short Form of Words and Sentences,gestures_adult,connecting_words,pants,other,2010-10-24,31,704,219,TRUE,83416
1992,item_5,Italian,Short Form of Words and Gestures,gestures_games,locations,cheese,verb,2010-04-14,56,791,241,TRUE,23676
1993,item_14,French,Short Form of Words and Gestures,word_forms_verbs,helping_verbs,sandwich,verb,2010-05-08,37,619,600,FALSE,68615
1994,item_7,Swedish,Words and Sentences,word_endings_nouns,vehicles,cat,other,2010-06-09,18,393,215,FALSE,96268
1995,item_20,Bengali,Short Form of Words and Gestures,gestures_games,locations,giraffe,other,2010-03-19,22,461,102,TRUE,77138
1996,item_1,Korean,Words and Sentences,complexity,locations,shoe,other,2010-05-07,49,740,511,TRUE,94492
1997,item_5,Dutch,Words and Sentences,gestures_games,connecting_words,pants,other,2010-05-25,21,729,496,TRUE,31001
1998,item_19,Dutch,Short Form of Words and Sentences,word,clothing,sandwich,adjective,2010-07-12,23,779,250,TRUE,60457
1999,item_19,Thai,Words and Sentences,word_endings_verbs,connecting_words,knife,other,2010-02-26,27,667,568,TRUE,40643
2000,item_3,Italian,Short Form of Words and Gestures,word_endings_nouns,household,baby,verb,2010-06-27,33,510,446,TRUE,98965
2001,item_16,Portuguese,Words and Sentences,word_forms_nouns,food_drink,crocodile,noun,2010-03-28,49,794,411,TRUE,88001
2002,item_13,Spanish,Words and Gestures,complexity,helping_verbs,knife,adjective,2010-04-10,31,775,201,FALSE,34313
2003,item_10,Vietnamese,Words and Gestures,word_endings_verbs,time_words,juice,other,2010-08-15,32,640,360,TRUE,49380
2004,item_7,Portuguese,Words and Gestures,starting_to_talk,vehicles,baby,other,2010-06-25,22,411,140,FALSE,82911
2005,item_9,Portuguese,Short Form of Words and Gestures,complexity,quantifiers,elephant,other,2010-06-19,47,184,100,TRUE,62381
2006,item_13,Vietnamese,Short Form of Words and Sentences,gestures_games,quantifiers,mommy,verb,2010-05-02,58,269,139,FALSE,83240
2007,item_7,Chinese,Words and Gestures,first_signs,quantifiers,shoe,adjective,2010-02-18,56,353,192,FALSE,48197
2008,item_20,Chinese,Short Form of Words and Sentences,how_use_words,furniture_rooms,chocolate,verb,2010-06-02,32,169,109,TRUE,51200
2009,item_20,Turkish,Short Form of Words and Sentences,first_signs,furniture_rooms,pants,other,2010-08-12,50,295,243,FALSE,67059
2010,item_7,Bengali,Words and Gestures,how_use_words,helping_verbs,daddy,other,2010-07-07,33,211,574,TRUE,93851
2011,item_8,Bengali,Short Form of Words and Gestures,starting_to_talk,sounds,banana,other,2010-08-14,24,471,641,FALSE,84586
2012,item_17,Italian,Short Form of Words and Gestures,first_signs,action_words,juice,adjective,2010-01-30,31,235,167,FALSE,33603
2013,item_18,Chinese,Short Form of Words and Sentences,word_endings,games_routines,blanket,adjective,2010-03-28,42,306,249,TRUE,40589
2014,item_14,Hindi,Short Form of Words and Sentences,gestures_objects,question_words,crocodile,adjective,2010-04-22,32,178,159,TRUE,39929
2015,item_17,Swedish,Short Form of Words and Gestures,word_endings,pronouns,knife,other,2010-12-07,18,785,164,TRUE,25677
2016,item_16,Bengali,Short Form of Words and Sentences,how_use_words,helping_verbs,fish (animal),adjective,2010-09-22,51,739,510,FALSE,19006
2017,item_17,Hindi,Short Form of Words and Sentences,word_forms_nouns,places,hat,verb,2010-02-09,42,782,519,FALSE,64425
2018,item_9,English (American),Words and Sentences,complexity,locations,pizza,adjective,2010-07-01,43,202,243,TRUE,57403
2019,item_20,Thai,Words and Gestures,gestures_objects,outside,crocodile,other,2010-03-25,22,753,414,TRUE,88622
2020,item_20,German,Short Form of Words and Sentences,word_endings,body_parts,elephant,adjective,2010-09-10,34,681,615,FALSE,79993
2021,item_11,Japanese,Words and Gestures,word_endings,locations,ice cream,verb,2010-07-20,20,142,612,TRUE,71578
2022,item_18,Bengali,Short Form of Words and Sentences,word_forms_verbs,pronouns,elephant,noun,2010-10-29,37,794,556,FALSE,24445
2023,item_1,Chinese,Words and Sentences,word_endings_nouns,furniture_rooms,banana,other,2010-02-05,41,459,531,TRUE,27099
2024,item_4,Italian,Short Form of Words and Gestures,combine,helping_verbs,fish (animal),other,2010-09-19,28,696,178,TRUE,33381
2025,item_11,Arabic,Short Form of Words and Gestures,word_endings_verbs,vehicles,frog,adjective,2010-06-29,20,183,397,FALSE,63025
2026,item_11,Swedish,Short Form of Words and Gestures,phrases,time_words,giraffe,other,2010-02-22,50,546,453,TRUE,75109
2027,item_4,Thai,Short Form of Words and Sentences,word_forms_verbs,quantifiers,bottle,other,2010-08-07,18,306,636,FALSE,99088
2028,item_13,Russian,Words and Gestures,word_forms_verbs,action_words,crocodile,adjective,2010-07-04,33,762,333,TRUE,67348
2029,item_12,Russian,Short Form of Words and Gestures,gestures_parent,outside,baby,other,2010-06-18,44,538,636,TRUE,44087
2030,item_14,Swedish,Words and Sentences,gestures_adult,helping_verbs,mommy,other,2010-01-10,37,355,608,FALSE,79932
2031,item_17,English (American),Words and Sentences,gestures_parent,question_words,frog,adjective,2010-01-07,58,781,646,FALSE,37950
2032,item_20,Japanese,Words and Gestures,gestures_objects,locations,giraffe,other,2010-12-07,58,603,627,TRUE,38457
2033,item_10,Bengali,Short Form of Words and Gestures,word_endings,vehicles,apple,other,2010-06-10,24,312,197,FALSE,56543
2034,item_12,Arabic,Short Form of Words and Sentences,gestures_first,descriptive_words,apple,other,2010-03-05,47,512,502,FALSE,58554
2035,item_7,Bengali,Words and Sentences,word_endings_verbs,descriptive_words,banana,verb,2010-03-31,52,297,374,FALSE,72078
2036,item_6,Bengali,Words and Sentences,combine,quantifiers,dog,noun,2010-04-22,45,572,625,TRUE,28618
2037,item_9,German,Short Form of Words and Gestures,gestures_objects,animals,toothbrush,noun,2010-05-10,21,389,120,TRUE,66124
2038,item_12,Arabic,Words and Gestures,gestures_adult,time_words,hat,verb,2010-12-07,34,408,252,TRUE,35824
2039,item_17,English (American),Words and Sentences,word_endings_verbs,time_words,knife,noun,2010-01-09,59,287,453,TRUE,80332
2040,item_6,Bengali,Short Form of Words and Sentences,gestures_adult,places,toothbrush,adjective,2010-05-08,49,661,685,FALSE,21675
2041,item_17,Korean,Words and Sentences,gestures_parent,sounds,toothbrush,other,2010-11-08,43,622,348,TRUE,17707
